source_division_code,source_district_code,source_upazila_code,source_division_name_en,source_district_name_en,source_upazila_name_en,source_division_name_bn,source_district_name_bn,source_upazila_name_bn,target_division_code,target_district_code,target_upazila_code,target_division_name_en,target_district_name_en,target_upazila_name_en,match_confidence,match_method,review_status,notes
6,45,353,Dhaka,Kishoreganj,Karimgonj,ঢাকা,কিশোরগঞ্জ,করিমগঞ্জ,30,3048,,Dhaka,Kishoreganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Karimgonj"" / ""করিমগঞ্জ"": 0 HDX matches in district 3048. Unions: 11."
6,45,356,Dhaka,Kishoreganj,Mithamoin,ঢাকা,কিশোরগঞ্জ,মিঠামইন,30,3048,,Dhaka,Kishoreganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Mithamoin"" / ""মিঠামইন"": 0 HDX matches in district 3048. Unions: 7."
6,46,361,Dhaka,Manikganj,Gior,ঢাকা,মানিকগঞ্জ,ঘিওর,30,3056,,Dhaka,Manikganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Gior"" / ""ঘিওর"": 0 HDX matches in district 3056. Unions: 7."
6,46,362,Dhaka,Manikganj,Shibaloy,ঢাকা,মানিকগঞ্জ,শিবালয়,30,3056,,Dhaka,Manikganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Shibaloy"" / ""শিবালয়"": 0 HDX matches in district 3056. Unions: 7."
6,46,363,Dhaka,Manikganj,Doulatpur,ঢাকা,মানিকগঞ্জ,দৌলতপুর,30,3056,,Dhaka,Manikganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Doulatpur"" / ""দৌলতপুর"": 0 HDX matches in district 3056. Unions: 8."
6,46,364,Dhaka,Manikganj,Singiar,ঢাকা,মানিকগঞ্জ,সিংগাইর,30,3056,,Dhaka,Manikganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Singiar"" / ""সিংগাইর"": 0 HDX matches in district 3056. Unions: 11."
6,48,373,Dhaka,Munshiganj,Louhajanj,ঢাকা,মুন্সিগঞ্জ,লৌহজং,30,3059,,Dhaka,Munshiganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Louhajanj"" / ""লৌহজং"": 0 HDX matches in district 3059. Unions: 10."
6,48,374,Dhaka,Munshiganj,Gajaria,ঢাকা,মুন্সিগঞ্জ,গজারিয়া,30,3059,,Dhaka,Munshiganj,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Gajaria"" / ""গজারিয়া"": 0 HDX matches in district 3059. Unions: 8."
6,49,378,Dhaka,Rajbari,Pangsa,ঢাকা,রাজবাড়ী,পাংশা,30,3082,,Dhaka,Rajbari,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Pangsa"" / ""পাংশা"": 0 HDX matches in district 3082. Unions: 10."
6,52,396,Dhaka,Faridpur,Charbhadrasan,ঢাকা,ফরিদপুর,চরভদ্রাসন,30,3029,,Dhaka,Faridpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Charbhadrasan"" / ""চরভদ্রাসন"": 0 HDX matches in district 3029. Unions: 4."
7,53,402,Rangpur,Panchagarh,Atwari,রংপুর,পঞ্চগড়,আটোয়ারী,55,5577,,Rangpur,Panchagarh,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Atwari"" / ""আটোয়ারী"": 0 HDX matches in district 5577. Unions: 6."
7,53,403,Rangpur,Panchagarh,Tetulia,রংপুর,পঞ্চগড়,তেতুলিয়া,55,5577,,Rangpur,Panchagarh,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Tetulia"" / ""তেতুলিয়া"": 0 HDX matches in district 5577. Unions: 8."
7,54,404,Rangpur,Dinajpur,Nawabganj,রংপুর,দিনাজপুর,নবাবগঞ্জ,55,5527,,Rangpur,Dinajpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Nawabganj"" / ""নবাবগঞ্জ"": 0 HDX matches in district 5527. Unions: 9."
7,54,410,Rangpur,Dinajpur,Kaharol,রংপুর,দিনাজপুর,কাহারোল,55,5527,,Rangpur,Dinajpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Kaharol"" / ""কাহারোল"": 0 HDX matches in district 5527. Unions: 6."
7,56,422,Rangpur,Nilphamari,Syedpur,রংপুর,নীলফামারী,সৈয়দপুর,55,5573,,Rangpur,Nilphamari,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Syedpur"" / ""সৈয়দপুর"": 0 HDX matches in district 5573. Unions: 5."
7,56,426,Rangpur,Nilphamari,Kishorganj,রংপুর,নীলফামারী,কিশোরগঞ্জ,55,5573,,Rangpur,Nilphamari,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Kishorganj"" / ""কিশোরগঞ্জ"": 0 HDX matches in district 5573. Unions: 9."
7,57,434,Rangpur,Gaibandha,Phulchari,রংপুর,গাইবান্ধা,ফুলছড়ি,55,5532,,Rangpur,Gaibandha,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Phulchari"" / ""ফুলছড়ি"": 0 HDX matches in district 5532. Unions: 7."
7,58,437,Rangpur,Thakurgaon,Ranisankail,রংপুর,ঠাকুরগাঁও,রাণীশংকৈল,55,5594,,Rangpur,Thakurgaon,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Ranisankail"" / ""রাণীশংকৈল"": 0 HDX matches in district 5594. Unions: 8."
7,59,442,Rangpur,Rangpur,Taragonj,রংপুর,রংপুর,তারাগঞ্জ,55,5585,,Rangpur,Rangpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Taragonj"" / ""তারাগঞ্জ"": 0 HDX matches in district 5585. Unions: 5."
7,59,443,Rangpur,Rangpur,Badargonj,রংপুর,রংপুর,বদরগঞ্জ,55,5585,,Rangpur,Rangpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Badargonj"" / ""বদরগঞ্জ"": 0 HDX matches in district 5585. Unions: 10."
7,59,445,Rangpur,Rangpur,Pirgonj,রংপুর,রংপুর,পীরগঞ্জ,55,5585,,Rangpur,Rangpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Pirgonj"" / ""পীরগঞ্জ"": 0 HDX matches in district 5585. Unions: 15."
7,59,447,Rangpur,Rangpur,Pirgacha,রংপুর,রংপুর,পীরগাছা,55,5585,,Rangpur,Rangpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Pirgacha"" / ""পীরগাছা"": 0 HDX matches in district 5585. Unions: 9."
7,60,455,Rangpur,Kurigram,Rowmari,রংপুর,কুড়িগ্রাম,রৌমারী,55,5549,,Rangpur,Kurigram,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Rowmari"" / ""রৌমারী"": 0 HDX matches in district 5549. Unions: 5."
7,60,456,Rangpur,Kurigram,Charrajibpur,রংপুর,কুড়িগ্রাম,চর রাজিবপুর,55,5549,,Rangpur,Kurigram,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Charrajibpur"" / ""চর রাজিবপুর"": 0 HDX matches in district 5549. Unions: 3."
8,61,459,Mymensingh,Sherpur,Sreebordi,ময়মনসিংহ,শেরপুর,শ্রীবরদী,45,4589,,Mymensingh,Sherpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Sreebordi"" / ""শ্রীবরদী"": 0 HDX matches in district 4589. Unions: 10."
8,61,460,Mymensingh,Sherpur,Nokla,ময়মনসিংহ,শেরপুর,নকলা,45,4589,,Mymensingh,Sherpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Nokla"" / ""নকলা"": 0 HDX matches in district 4589. Unions: 9."
8,62,465,Mymensingh,Mymensingh,Muktagacha,ময়মনসিংহ,ময়মনসিংহ,মুক্তাগাছা,45,4561,,Mymensingh,Mymensingh,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Muktagacha"" / ""মুক্তাগাছা"": 0 HDX matches in district 4561. Unions: 10."
8,62,468,Mymensingh,Mymensingh,Phulpur,ময়মনসিংহ,ময়মনসিংহ,ফুলপুর,45,4561,,Mymensingh,Mymensingh,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Phulpur"" / ""ফুলপুর"": 0 HDX matches in district 4561. Unions: 10."
8,62,472,Mymensingh,Mymensingh,Iswarganj,ময়মনসিংহ,ময়মনসিংহ,ঈশ্বরগঞ্জ,45,4561,,Mymensingh,Mymensingh,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Iswarganj"" / ""ঈশ্বরগঞ্জ"": 0 HDX matches in district 4561. Unions: 11."
8,63,476,Mymensingh,Jamalpur,Melandah,ময়মনসিংহ,জামালপুর,মেলান্দহ,45,4539,,Mymensingh,Jamalpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Melandah"" / ""মেলান্দহ"": 0 HDX matches in district 4539. Unions: 11."
8,63,478,Mymensingh,Jamalpur,Dewangonj,ময়মনসিংহ,জামালপুর,দেওয়ানগঞ্জ,45,4539,,Mymensingh,Jamalpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Dewangonj"" / ""দেওয়ানগঞ্জ"": 0 HDX matches in district 4539. Unions: 8."
8,63,481,Mymensingh,Jamalpur,Bokshiganj,ময়মনসিংহ,জামালপুর,বকশীগঞ্জ,45,4539,,Mymensingh,Jamalpur,,LOW,NONE,PENDING,"nuhil_upazila_name_no_match; Upazila ""Bokshiganj"" / ""বকশীগঞ্জ"": 0 HDX matches in district 4539. Unions: 7."
