review_id,affected_union_count,failure_reason,source_division_code,source_district_code,source_upazila_code,source_division_name_en,source_district_name_en,source_upazila_name_en,source_division_name_bn,source_district_name_bn,source_upazila_name_bn,candidate_1_summary,candidate_2_summary,candidate_3_summary,selected_candidate,manual_target_division_code,manual_target_district_code,manual_target_upazila_code,review_status,reviewed_by,notes
R-8-62-472,11,nuhil_upazila_name_no_match,8,62,472,Mymensingh,Mymensingh,Iswarganj,ময়মনসিংহ,ময়মনসিংহ,ঈশ্বরগঞ্জ,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Iswarganj"" / ""ঈশ্বরগঞ্জ"": 0 HDX matches in district 4561. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Iswarganj"" / ""ঈশ্বরগঞ্জ"": 0 HDX matches in district 4561. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Iswarganj"" / ""ঈশ্বরগঞ্জ"": 0 HDX matches in district 4561. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Iswarganj"" / ""ঈশ্বরগঞ্জ"": 0 HDX matches in district 4561. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Iswarganj"" / ""ঈশ্বরগঞ্জ"": 0 HDX matches in district 4561. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Iswarganj"" / ""ঈশ্বরগঞ্জ"": 0 HDX matches in district 4561. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Iswarganj"" / ""ঈশ্বরগঞ্জ"": 0 HDX matches in district 4561. Unions: 11."
R-8-63-476,11,nuhil_upazila_name_no_match,8,63,476,Mymensingh,Jamalpur,Melandah,ময়মনসিংহ,জামালপুর,মেলান্দহ,codes 45/4539/45390061 | EN: Mymensingh / Jamalpur / Melandaha | BN: ময়মনসিংহ বিভাগ | reason: Within mapped HDX division (Mymensingh); District + upazila name similarity (token / substring),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Melandah"" / ""মেলান্দহ"": 0 HDX matches in district 4539. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Melandah"" / ""মেলান্দহ"": 0 HDX matches in district 4539. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Melandah"" / ""মেলান্দহ"": 0 HDX matches in district 4539. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Melandah"" / ""মেলান্দহ"": 0 HDX matches in district 4539. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Melandah"" / ""মেলান্দহ"": 0 HDX matches in district 4539. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Melandah"" / ""মেলান্দহ"": 0 HDX matches in district 4539. Unions: 11. | nuhil_upazila_name_no_match; Upazila ""Melandah"" / ""মেলান্দহ"": 0 HDX matches in district 4539. Unions: 11."
R-8-64-490,11,nuhil_district_name_no_match,8,64,490,Mymensingh,Netrokona,Purbadhala,ময়মনসিংহ,নেত্রকোণা,পূর্বধলা,codes 45/4572/45720083 | EN: Mymensingh / Netrakona / Purbadhala | BN: ময়মনসিংহ বিভাগ | reason: Within mapped HDX division (Mymensingh); Exact normalized English (or cross-field) upazila name match,(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 11. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 11. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 11. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 11. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 11. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 11. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 11.
R-1-5-51,10,nuhil_upazila_name_no_match,1,5,51,Chattagram,Noakhali,Sonaimori,চট্টগ্রাম,নোয়াখালী,সোনাইমুড়ী,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Sonaimori"" / ""সোনাইমুড়ী"": 0 HDX matches in district 2075. Unions: 10. | nuhil_missing_division; nuhil division id 1 missing; 10 unions. | nuhil_missing_division; nuhil division id 1 missing; 10 unions. | nuhil_missing_division; nuhil division id 1 missing; 10 unions. | nuhil_missing_division; nuhil division id 1 missing; 10 unions. | nuhil_missing_division; nuhil division id 1 missing; 10 unions. | nuhil_missing_division; nuhil division id 1 missing; 10 unions."
R-1-9-80,10,nuhil_district_name_no_match,1,9,80,Chattagram,Coxsbazar,Coxsbazar Sadar,চট্টগ্রাম,কক্সবাজার,কক্সবাজার সদর,(no candidate),(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_missing_division; nuhil division id 1 missing; 10 unions. | nuhil_missing_division; nuhil division id 1 missing; 10 unions. | nuhil_missing_division; nuhil division id 1 missing; 10 unions. | nuhil_missing_division; nuhil division id 1 missing; 10 unions. | nuhil_missing_division; nuhil division id 1 missing; 10 unions. | nuhil_missing_division; nuhil division id 1 missing; 10 unions.
R-2-14-130,10,nuhil_upazila_name_no_match,2,14,130,Rajshahi,Bogura,Dhunot,রাজশাহী,বগুড়া,ধুনট,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Dhunot"" / ""ধুনট"": 0 HDX matches in district 5010. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dhunot"" / ""ধুনট"": 0 HDX matches in district 5010. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dhunot"" / ""ধুনট"": 0 HDX matches in district 5010. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dhunot"" / ""ধুনট"": 0 HDX matches in district 5010. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dhunot"" / ""ধুনট"": 0 HDX matches in district 5010. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dhunot"" / ""ধুনট"": 0 HDX matches in district 5010. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dhunot"" / ""ধুনট"": 0 HDX matches in district 5010. Unions: 10."
R-2-19-160,10,nuhil_upazila_name_no_match,2,19,160,Rajshahi,Naogaon,Mohadevpur,রাজশাহী,নওগাঁ,মহাদেবপুর,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Mohadevpur"" / ""মহাদেবপুর"": 0 HDX matches in district 5064. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Mohadevpur"" / ""মহাদেবপুর"": 0 HDX matches in district 5064. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Mohadevpur"" / ""মহাদেবপুর"": 0 HDX matches in district 5064. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Mohadevpur"" / ""মহাদেবপুর"": 0 HDX matches in district 5064. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Mohadevpur"" / ""মহাদেবপুর"": 0 HDX matches in district 5064. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Mohadevpur"" / ""মহাদেবপুর"": 0 HDX matches in district 5064. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Mohadevpur"" / ""মহাদেবপুর"": 0 HDX matches in district 5064. Unions: 10."
R-3-27-206,10,nuhil_upazila_name_no_match,3,27,206,Khulna,Khulna,Paikgasa,খুলনা,খুলনা,পাইকগাছা,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Paikgasa"" / ""পাইকগাছা"": 0 HDX matches in district 4047. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Paikgasa"" / ""পাইকগাছা"": 0 HDX matches in district 4047. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Paikgasa"" / ""পাইকগাছা"": 0 HDX matches in district 4047. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Paikgasa"" / ""পাইকগাছা"": 0 HDX matches in district 4047. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Paikgasa"" / ""পাইকগাছা"": 0 HDX matches in district 4047. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Paikgasa"" / ""পাইকগাছা"": 0 HDX matches in district 4047. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Paikgasa"" / ""পাইকগাছা"": 0 HDX matches in district 4047. Unions: 10."
R-4-30-230,10,nuhil_district_name_no_match,4,30,230,Barisal,Jhalakathi,Jhalakathi Sadar,বরিশাল,ঝালকাঠি,ঝালকাঠি সদর,(no candidate),(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10.
R-4-30-232,10,nuhil_district_name_no_match,4,30,232,Barisal,Jhalakathi,Nalchity,বরিশাল,ঝালকাঠি,নলছিটি,(no candidate),(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10.
R-4-32-248,10,nuhil_upazila_name_no_match,4,32,248,Barisal,Pirojpur,Nesarabad,বরিশাল,পিরোজপুর,নেছারাবাদ,codes 10/1079/10790087 | EN: Barishal / Pirojpur / Nesarabad (Swarupkathi) | BN: বরিশাল বিভাগ | reason: Within mapped HDX division (Barisal); District + upazila name similarity (token / substring),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Nesarabad"" / ""নেছারাবাদ"": 0 HDX matches in district 1079. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Nesarabad"" / ""নেছারাবাদ"": 0 HDX matches in district 1079. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Nesarabad"" / ""নেছারাবাদ"": 0 HDX matches in district 1079. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Nesarabad"" / ""নেছারাবাদ"": 0 HDX matches in district 1079. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Nesarabad"" / ""নেছারাবাদ"": 0 HDX matches in district 1079. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Nesarabad"" / ""নেছারাবাদ"": 0 HDX matches in district 1079. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Nesarabad"" / ""নেছারাবাদ"": 0 HDX matches in district 1079. Unions: 10."
R-4-33-249,10,nuhil_district_name_no_match,4,33,249,Barisal,Barisal,Barisal Sadar,বরিশাল,বরিশাল,বরিশাল সদর,(no candidate),(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 10.
R-5-36-283,10,nuhil_upazila_name_no_match,5,36,283,Sylhet,Sylhet,Dakshinsurma,সিলেট,সিলেট,দক্ষিণ সুরমা,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Dakshinsurma"" / ""দক্ষিণ সুরমা"": 0 HDX matches in district 6091. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dakshinsurma"" / ""দক্ষিণ সুরমা"": 0 HDX matches in district 6091. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dakshinsurma"" / ""দক্ষিণ সুরমা"": 0 HDX matches in district 6091. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dakshinsurma"" / ""দক্ষিণ সুরমা"": 0 HDX matches in district 6091. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dakshinsurma"" / ""দক্ষিণ সুরমা"": 0 HDX matches in district 6091. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dakshinsurma"" / ""দক্ষিণ সুরমা"": 0 HDX matches in district 6091. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Dakshinsurma"" / ""দক্ষিণ সুরমা"": 0 HDX matches in district 6091. Unions: 10."
R-6-48-373,10,nuhil_upazila_name_no_match,6,48,373,Dhaka,Munshiganj,Louhajanj,ঢাকা,মুন্সিগঞ্জ,লৌহজং,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Louhajanj"" / ""লৌহজং"": 0 HDX matches in district 3059. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Louhajanj"" / ""লৌহজং"": 0 HDX matches in district 3059. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Louhajanj"" / ""লৌহজং"": 0 HDX matches in district 3059. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Louhajanj"" / ""লৌহজং"": 0 HDX matches in district 3059. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Louhajanj"" / ""লৌহজং"": 0 HDX matches in district 3059. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Louhajanj"" / ""লৌহজং"": 0 HDX matches in district 3059. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Louhajanj"" / ""লৌহজং"": 0 HDX matches in district 3059. Unions: 10."
R-6-49-378,10,nuhil_upazila_name_no_match,6,49,378,Dhaka,Rajbari,Pangsa,ঢাকা,রাজবাড়ী,পাংশা,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Pangsa"" / ""পাংশা"": 0 HDX matches in district 3082. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Pangsa"" / ""পাংশা"": 0 HDX matches in district 3082. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Pangsa"" / ""পাংশা"": 0 HDX matches in district 3082. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Pangsa"" / ""পাংশা"": 0 HDX matches in district 3082. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Pangsa"" / ""পাংশা"": 0 HDX matches in district 3082. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Pangsa"" / ""পাংশা"": 0 HDX matches in district 3082. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Pangsa"" / ""পাংশা"": 0 HDX matches in district 3082. Unions: 10."
R-7-59-443,10,nuhil_upazila_name_no_match,7,59,443,Rangpur,Rangpur,Badargonj,রংপুর,রংপুর,বদরগঞ্জ,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Badargonj"" / ""বদরগঞ্জ"": 0 HDX matches in district 5585. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Badargonj"" / ""বদরগঞ্জ"": 0 HDX matches in district 5585. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Badargonj"" / ""বদরগঞ্জ"": 0 HDX matches in district 5585. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Badargonj"" / ""বদরগঞ্জ"": 0 HDX matches in district 5585. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Badargonj"" / ""বদরগঞ্জ"": 0 HDX matches in district 5585. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Badargonj"" / ""বদরগঞ্জ"": 0 HDX matches in district 5585. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Badargonj"" / ""বদরগঞ্জ"": 0 HDX matches in district 5585. Unions: 10."
R-8-61-459,10,nuhil_upazila_name_no_match,8,61,459,Mymensingh,Sherpur,Sreebordi,ময়মনসিংহ,শেরপুর,শ্রীবরদী,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Sreebordi"" / ""শ্রীবরদী"": 0 HDX matches in district 4589. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Sreebordi"" / ""শ্রীবরদী"": 0 HDX matches in district 4589. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Sreebordi"" / ""শ্রীবরদী"": 0 HDX matches in district 4589. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Sreebordi"" / ""শ্রীবরদী"": 0 HDX matches in district 4589. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Sreebordi"" / ""শ্রীবরদী"": 0 HDX matches in district 4589. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Sreebordi"" / ""শ্রীবরদী"": 0 HDX matches in district 4589. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Sreebordi"" / ""শ্রীবরদী"": 0 HDX matches in district 4589. Unions: 10."
R-8-62-465,10,nuhil_upazila_name_no_match,8,62,465,Mymensingh,Mymensingh,Muktagacha,ময়মনসিংহ,ময়মনসিংহ,মুক্তাগাছা,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Muktagacha"" / ""মুক্তাগাছা"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Muktagacha"" / ""মুক্তাগাছা"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Muktagacha"" / ""মুক্তাগাছা"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Muktagacha"" / ""মুক্তাগাছা"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Muktagacha"" / ""মুক্তাগাছা"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Muktagacha"" / ""মুক্তাগাছা"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Muktagacha"" / ""মুক্তাগাছা"": 0 HDX matches in district 4561. Unions: 10."
R-8-62-468,10,nuhil_upazila_name_no_match,8,62,468,Mymensingh,Mymensingh,Phulpur,ময়মনসিংহ,ময়মনসিংহ,ফুলপুর,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Phulpur"" / ""ফুলপুর"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Phulpur"" / ""ফুলপুর"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Phulpur"" / ""ফুলপুর"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Phulpur"" / ""ফুলপুর"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Phulpur"" / ""ফুলপুর"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Phulpur"" / ""ফুলপুর"": 0 HDX matches in district 4561. Unions: 10. | nuhil_upazila_name_no_match; Upazila ""Phulpur"" / ""ফুলপুর"": 0 HDX matches in district 4561. Unions: 10."
R-1-5-46,9,nuhil_upazila_name_no_match,1,5,46,Chattagram,Noakhali,Hatia,চট্টগ্রাম,নোয়াখালী,হাতিয়া,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Hatia"" / ""হাতিয়া"": 0 HDX matches in district 2075. Unions: 9. | nuhil_missing_division; nuhil division id 1 missing; 9 unions. | nuhil_missing_division; nuhil division id 1 missing; 9 unions. | nuhil_missing_division; nuhil division id 1 missing; 9 unions. | nuhil_missing_division; nuhil division id 1 missing; 9 unions. | nuhil_missing_division; nuhil division id 1 missing; 9 unions. | nuhil_missing_division; nuhil division id 1 missing; 9 unions."
R-1-5-49,9,nuhil_upazila_name_no_match,1,5,49,Chattagram,Noakhali,Senbug,চট্টগ্রাম,নোয়াখালী,সেনবাগ,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Senbug"" / ""সেনবাগ"": 0 HDX matches in district 2075. Unions: 9. | nuhil_missing_division; nuhil division id 1 missing; 9 unions. | nuhil_missing_division; nuhil division id 1 missing; 9 unions. | nuhil_missing_division; nuhil division id 1 missing; 9 unions. | nuhil_missing_division; nuhil division id 1 missing; 9 unions. | nuhil_missing_division; nuhil division id 1 missing; 9 unions. | nuhil_missing_division; nuhil division id 1 missing; 9 unions."
R-2-12-108,9,nuhil_upazila_name_no_match,2,12,108,Rajshahi,Sirajganj,Raigonj,রাজশাহী,সিরাজগঞ্জ,রায়গঞ্জ,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Raigonj"" / ""রায়গঞ্জ"": 0 HDX matches in district 5088. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Raigonj"" / ""রায়গঞ্জ"": 0 HDX matches in district 5088. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Raigonj"" / ""রায়গঞ্জ"": 0 HDX matches in district 5088. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Raigonj"" / ""রায়গঞ্জ"": 0 HDX matches in district 5088. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Raigonj"" / ""রায়গঞ্জ"": 0 HDX matches in district 5088. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Raigonj"" / ""রায়গঞ্জ"": 0 HDX matches in district 5088. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Raigonj"" / ""রায়গঞ্জ"": 0 HDX matches in district 5088. Unions: 9."
R-3-20-173,9,nuhil_upazila_name_no_match,3,20,173,Khulna,Jashore,Bagherpara,খুলনা,যশোর,বাঘারপাড়া,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Bagherpara"" / ""বাঘারপাড়া"": 0 HDX matches in district 4041. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Bagherpara"" / ""বাঘারপাড়া"": 0 HDX matches in district 4041. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Bagherpara"" / ""বাঘারপাড়া"": 0 HDX matches in district 4041. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Bagherpara"" / ""বাঘারপাড়া"": 0 HDX matches in district 4041. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Bagherpara"" / ""বাঘারপাড়া"": 0 HDX matches in district 4041. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Bagherpara"" / ""বাঘারপাড়া"": 0 HDX matches in district 4041. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Bagherpara"" / ""বাঘারপাড়া"": 0 HDX matches in district 4041. Unions: 9."
R-3-27-213,9,nuhil_upazila_name_no_match,3,27,213,Khulna,Khulna,Dakop,খুলনা,খুলনা,দাকোপ,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Dakop"" / ""দাকোপ"": 0 HDX matches in district 4047. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Dakop"" / ""দাকোপ"": 0 HDX matches in district 4047. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Dakop"" / ""দাকোপ"": 0 HDX matches in district 4047. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Dakop"" / ""দাকোপ"": 0 HDX matches in district 4047. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Dakop"" / ""দাকোপ"": 0 HDX matches in district 4047. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Dakop"" / ""দাকোপ"": 0 HDX matches in district 4047. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Dakop"" / ""দাকোপ"": 0 HDX matches in district 4047. Unions: 9."
R-4-33-252,9,nuhil_district_name_no_match,4,33,252,Barisal,Barisal,Wazirpur,বরিশাল,বরিশাল,উজিরপুর,(no candidate),(no candidate),(no candidate),,,,,PENDING,,nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 9. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 9. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 9. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 9. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 9. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 9. | nuhil_district_name_no_match; District match ambiguous (0 candidates) or zero. Unions: 9.
R-4-34-262,9,nuhil_upazila_name_no_match,4,34,262,Barisal,Bhola,Doulatkhan,বরিশাল,ভোলা,দৌলতখান,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Doulatkhan"" / ""দৌলতখান"": 0 HDX matches in district 1009. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Doulatkhan"" / ""দৌলতখান"": 0 HDX matches in district 1009. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Doulatkhan"" / ""দৌলতখান"": 0 HDX matches in district 1009. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Doulatkhan"" / ""দৌলতখান"": 0 HDX matches in district 1009. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Doulatkhan"" / ""দৌলতখান"": 0 HDX matches in district 1009. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Doulatkhan"" / ""দৌলতখান"": 0 HDX matches in district 1009. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Doulatkhan"" / ""দৌলতখান"": 0 HDX matches in district 1009. Unions: 9."
R-5-37-286,9,nuhil_upazila_name_no_match,5,37,286,Sylhet,Moulvibazar,Kamolganj,সিলেট,মৌলভীবাজার,কমলগঞ্জ,(no candidate),(no candidate),(no candidate),,,,,PENDING,,"nuhil_upazila_name_no_match; Upazila ""Kamolganj"" / ""কমলগঞ্জ"": 0 HDX matches in district 6058. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kamolganj"" / ""কমলগঞ্জ"": 0 HDX matches in district 6058. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kamolganj"" / ""কমলগঞ্জ"": 0 HDX matches in district 6058. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kamolganj"" / ""কমলগঞ্জ"": 0 HDX matches in district 6058. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kamolganj"" / ""কমলগঞ্জ"": 0 HDX matches in district 6058. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kamolganj"" / ""কমলগঞ্জ"": 0 HDX matches in district 6058. Unions: 9. | nuhil_upazila_name_no_match; Upazila ""Kamolganj"" / ""কমলগঞ্জ"": 0 HDX matches in district 6058. Unions: 9."
