reason,detail,payload
nuhil_district_name_no_match,Coxsbazar,"{""id"":""839"",""upazilaId"":""81"",""nameEn"":""Harbang"",""nameBn"":""হারবাঙ্গ""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""840"",""upazilaId"":""81"",""nameEn"":""Fashiakhali"",""nameBn"":""ফাঁসিয়াখালী""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""841"",""upazilaId"":""82"",""nameEn"":""Ali Akbar Deil"",""nameBn"":""আলি আকবর ডেইল""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""842"",""upazilaId"":""82"",""nameEn"":""Uttar Dhurung"",""nameBn"":""উত্তর ধুরুং""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""843"",""upazilaId"":""82"",""nameEn"":""Kaiyarbil"",""nameBn"":""কৈয়ারবিল""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""844"",""upazilaId"":""82"",""nameEn"":""Dakshi Dhurung"",""nameBn"":""দক্ষিণ ধুরুং""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""845"",""upazilaId"":""82"",""nameEn"":""Baragho"",""nameBn"":""বড়ঘোপ""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""846"",""upazilaId"":""82"",""nameEn"":""Lemsikhali"",""nameBn"":""লেমসিখালী""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""847"",""upazilaId"":""83"",""nameEn"":""Rajapalong"",""nameBn"":""রাজাপালং""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""848"",""upazilaId"":""83"",""nameEn"":""Jaliapalong"",""nameBn"":""জালিয়াপালং""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""849"",""upazilaId"":""83"",""nameEn"":""Holdiapalong"",""nameBn"":""হলদিয়াপালং""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""850"",""upazilaId"":""83"",""nameEn"":""Ratnapalong"",""nameBn"":""রত্নাপালং""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""851"",""upazilaId"":""83"",""nameEn"":""Palongkhali"",""nameBn"":""পালংখালী""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""852"",""upazilaId"":""84"",""nameEn"":""Boro Moheshkhali"",""nameBn"":""বড় মহেশখালী""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""853"",""upazilaId"":""84"",""nameEn"":""Choto Moheshkhali"",""nameBn"":""ছোট মহেশখালী""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""854"",""upazilaId"":""84"",""nameEn"":""Shaplapur"",""nameBn"":""শাপলাপুর""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""855"",""upazilaId"":""84"",""nameEn"":""Kutubjum"",""nameBn"":""কুতুবজোম""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""856"",""upazilaId"":""84"",""nameEn"":""Hoanak"",""nameBn"":""হোয়ানক""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""857"",""upazilaId"":""84"",""nameEn"":""Kalarmarchhara"",""nameBn"":""কালারমারছড়া""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""858"",""upazilaId"":""84"",""nameEn"":""Matarbari"",""nameBn"":""মাতারবাড়ী""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""859"",""upazilaId"":""84"",""nameEn"":""Dhalghata"",""nameBn"":""ধলঘাটা""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""860"",""upazilaId"":""85"",""nameEn"":""Ujantia"",""nameBn"":""উজানটিয়া""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""861"",""upazilaId"":""85"",""nameEn"":""Taitong"",""nameBn"":""টাইটং""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""862"",""upazilaId"":""85"",""nameEn"":""Pekua"",""nameBn"":""পেকুয়া""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""863"",""upazilaId"":""85"",""nameEn"":""Barabakia"",""nameBn"":""বড় বাকিয়া""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""864"",""upazilaId"":""85"",""nameEn"":""Magnama"",""nameBn"":""মগনামা""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""865"",""upazilaId"":""85"",""nameEn"":""Rajakhali"",""nameBn"":""রাজাখালী""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""866"",""upazilaId"":""85"",""nameEn"":""Shilkhali"",""nameBn"":""শীলখালী""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""867"",""upazilaId"":""86"",""nameEn"":""Fotekharkul"",""nameBn"":""ফতেখাঁরকুল""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""868"",""upazilaId"":""86"",""nameEn"":""Rajarkul"",""nameBn"":""রাজারকুল""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""869"",""upazilaId"":""86"",""nameEn"":""Rashidnagar"",""nameBn"":""রশীদনগর""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""870"",""upazilaId"":""86"",""nameEn"":""Khuniapalong"",""nameBn"":""খুনিয়াপালং""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""871"",""upazilaId"":""86"",""nameEn"":""Eidghar"",""nameBn"":""ঈদগড়""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""872"",""upazilaId"":""86"",""nameEn"":""Chakmarkul"",""nameBn"":""চাকমারকুল""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""873"",""upazilaId"":""86"",""nameEn"":""Kacchapia"",""nameBn"":""কচ্ছপিয়া""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""874"",""upazilaId"":""86"",""nameEn"":""Kauwarkho"",""nameBn"":""কাউয়ারখোপ""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""875"",""upazilaId"":""86"",""nameEn"":""Dakkhin Mithachhari"",""nameBn"":""দক্ষিণ মিঠাছড়ি""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""876"",""upazilaId"":""86"",""nameEn"":""Jouarianala"",""nameBn"":""জোয়ারিয়া নালা""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""877"",""upazilaId"":""86"",""nameEn"":""Garjoniya"",""nameBn"":""গর্জনিয়া""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""878"",""upazilaId"":""87"",""nameEn"":""Subrang"",""nameBn"":""সাবরাং""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""879"",""upazilaId"":""87"",""nameEn"":""Baharchara"",""nameBn"":""বাহারছড়া""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""880"",""upazilaId"":""87"",""nameEn"":""Hnila"",""nameBn"":""হ্নীলা""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""881"",""upazilaId"":""87"",""nameEn"":""Whykong"",""nameBn"":""হোয়াইক্যং""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""882"",""upazilaId"":""87"",""nameEn"":""Saintmartin"",""nameBn"":""সেন্ট মার্টিন""}"
nuhil_district_name_no_match,Coxsbazar,"{""id"":""883"",""upazilaId"":""87"",""nameEn"":""Teknaf Sadar"",""nameBn"":""টেকনাফ সদর""}"
nuhil_upazila_name_no_match,Panchari,"{""id"":""893"",""upazilaId"":""90"",""nameEn"":""Logang"",""nameBn"":""লোগাং""}"
nuhil_upazila_name_no_match,Panchari,"{""id"":""894"",""upazilaId"":""90"",""nameEn"":""Changi"",""nameBn"":""চেংগী""}"
nuhil_upazila_name_no_match,Panchari,"{""id"":""895"",""upazilaId"":""90"",""nameEn"":""Panchari"",""nameBn"":""পানছড়ি""}"
nuhil_upazila_name_no_match,Panchari,"{""id"":""896"",""upazilaId"":""90"",""nameEn"":""Latiban"",""nameBn"":""লতিবান""}"
nuhil_upazila_name_no_match,Laxmichhari,"{""id"":""897"",""upazilaId"":""91"",""nameEn"":""Dullyatali"",""nameBn"":""দুল্যাতলী""}"
nuhil_upazila_name_no_match,Laxmichhari,"{""id"":""898"",""upazilaId"":""91"",""nameEn"":""Barmachari"",""nameBn"":""বর্মাছড়ি""}"
nuhil_upazila_name_no_match,Laxmichhari,"{""id"":""899"",""upazilaId"":""91"",""nameEn"":""Laxmichhari"",""nameBn"":""লক্ষীছড়ি""}"
nuhil_upazila_name_no_match,Mohalchari,"{""id"":""900"",""upazilaId"":""92"",""nameEn"":""Bhaibonchara"",""nameBn"":""ভাইবোনছড়া""}"
nuhil_upazila_name_no_match,Mohalchari,"{""id"":""901"",""upazilaId"":""92"",""nameEn"":""Mahalchari"",""nameBn"":""মহালছড়ি""}"
nuhil_upazila_name_no_match,Mohalchari,"{""id"":""902"",""upazilaId"":""92"",""nameEn"":""Mobachari"",""nameBn"":""মুবাছড়ি""}"
nuhil_upazila_name_no_match,Mohalchari,"{""id"":""903"",""upazilaId"":""92"",""nameEn"":""Kayanghat"",""nameBn"":""ক্যায়াংঘাট""}"
nuhil_upazila_name_no_match,Mohalchari,"{""id"":""904"",""upazilaId"":""92"",""nameEn"":""Maischari"",""nameBn"":""মাইসছড়ি""}"
nuhil_upazila_name_no_match,Manikchari,"{""id"":""905"",""upazilaId"":""93"",""nameEn"":""Manikchari"",""nameBn"":""মানিকছড়ি""}"
nuhil_upazila_name_no_match,Manikchari,"{""id"":""906"",""upazilaId"":""93"",""nameEn"":""Batnatali"",""nameBn"":""বাটনাতলী""}"
nuhil_upazila_name_no_match,Manikchari,"{""id"":""907"",""upazilaId"":""93"",""nameEn"":""Jogyachola"",""nameBn"":""যোগ্যছোলা""}"
nuhil_upazila_name_no_match,Manikchari,"{""id"":""908"",""upazilaId"":""93"",""nameEn"":""Tintahari"",""nameBn"":""তিনটহরী""}"
nuhil_upazila_name_no_match,Naikhongchhari,"{""id"":""927"",""upazilaId"":""99"",""nameEn"":""Naikhyongchari Sadar"",""nameBn"":""নাইক্ষ্যংছড়ি সদর""}"
nuhil_upazila_name_no_match,Naikhongchhari,"{""id"":""928"",""upazilaId"":""99"",""nameEn"":""Gumdhum"",""nameBn"":""ঘুমধুম""}"
nuhil_upazila_name_no_match,Naikhongchhari,"{""id"":""929"",""upazilaId"":""99"",""nameEn"":""Baishari"",""nameBn"":""বাইশারী""}"
nuhil_upazila_name_no_match,Naikhongchhari,"{""id"":""930"",""upazilaId"":""99"",""nameEn"":""Sonaychari"",""nameBn"":""সোনাইছড়ি""}"
nuhil_upazila_name_no_match,Naikhongchhari,"{""id"":""931"",""upazilaId"":""99"",""nameEn"":""Duwchari"",""nameBn"":""দোছড়ি""}"
nuhil_upazila_name_no_match,Chauhali,"{""id"":""957"",""upazilaId"":""105"",""nameEn"":""Baghutia"",""nameBn"":""বাঘুটিয়া""}"
nuhil_upazila_name_no_match,Chauhali,"{""id"":""958"",""upazilaId"":""105"",""nameEn"":""Gharjan"",""nameBn"":""ঘোরজান""}"
nuhil_upazila_name_no_match,Chauhali,"{""id"":""959"",""upazilaId"":""105"",""nameEn"":""Khaskaulia"",""nameBn"":""খাসকাউলিয়া""}"
nuhil_upazila_name_no_match,Chauhali,"{""id"":""960"",""upazilaId"":""105"",""nameEn"":""Khaspukuria"",""nameBn"":""খাসপুকুরিয়া""}"
nuhil_upazila_name_no_match,Chauhali,"{""id"":""961"",""upazilaId"":""105"",""nameEn"":""Omarpur"",""nameBn"":""উমারপুর""}"
nuhil_upazila_name_no_match,Chauhali,"{""id"":""962"",""upazilaId"":""105"",""nameEn"":""Sadia Chandpur"",""nameBn"":""সদিয়া চাঁদপুর""}"
nuhil_upazila_name_no_match,Chauhali,"{""id"":""963"",""upazilaId"":""105"",""nameEn"":""Sthal"",""nameBn"":""স্থল""}"
nuhil_upazila_name_no_match,Kamarkhand,"{""id"":""964"",""upazilaId"":""106"",""nameEn"":""Bhadraghat"",""nameBn"":""ভদ্রঘাট""}"
nuhil_upazila_name_no_match,Kamarkhand,"{""id"":""965"",""upazilaId"":""106"",""nameEn"":""Jamtail"",""nameBn"":""জামতৈল""}"
nuhil_upazila_name_no_match,Kamarkhand,"{""id"":""966"",""upazilaId"":""106"",""nameEn"":""Jhawail"",""nameBn"":""ঝাঐল""}"
nuhil_upazila_name_no_match,Kamarkhand,"{""id"":""967"",""upazilaId"":""106"",""nameEn"":""Roydaulatpur"",""nameBn"":""রায়দৌলতপুর""}"
nuhil_upazila_name_no_match,Raigonj,"{""id"":""980"",""upazilaId"":""108"",""nameEn"":""Brommogacha"",""nameBn"":""ব্রহ্মগাছা""}"
nuhil_upazila_name_no_match,Raigonj,"{""id"":""981"",""upazilaId"":""108"",""nameEn"":""Chandaikona"",""nameBn"":""চান্দাইকোনা""}"
nuhil_upazila_name_no_match,Raigonj,"{""id"":""982"",""upazilaId"":""108"",""nameEn"":""Dhamainagar"",""nameBn"":""ধামাইনগর""}"
nuhil_upazila_name_no_match,Raigonj,"{""id"":""983"",""upazilaId"":""108"",""nameEn"":""Dhangora"",""nameBn"":""ধানগড়া""}"
nuhil_upazila_name_no_match,Raigonj,"{""id"":""984"",""upazilaId"":""108"",""nameEn"":""Dhubil"",""nameBn"":""ধুবিল""}"
nuhil_upazila_name_no_match,Raigonj,"{""id"":""985"",""upazilaId"":""108"",""nameEn"":""Ghurka"",""nameBn"":""ঘুড়কা""}"
nuhil_upazila_name_no_match,Raigonj,"{""id"":""986"",""upazilaId"":""108"",""nameEn"":""Nalka"",""nameBn"":""নলকা""}"
nuhil_upazila_name_no_match,Raigonj,"{""id"":""987"",""upazilaId"":""108"",""nameEn"":""Pangashi"",""nameBn"":""পাঙ্গাসী""}"
nuhil_upazila_name_no_match,Raigonj,"{""id"":""988"",""upazilaId"":""108"",""nameEn"":""Sonakhara"",""nameBn"":""সোনাখাড়া""}"
nuhil_upazila_name_no_match,Ishurdi,"{""id"":""1043"",""upazilaId"":""114"",""nameEn"":""Sara"",""nameBn"":""সাঁড়া""}"
nuhil_upazila_name_no_match,Ishurdi,"{""id"":""1044"",""upazilaId"":""114"",""nameEn"":""Pakshi"",""nameBn"":""পাকশী""}"
nuhil_upazila_name_no_match,Ishurdi,"{""id"":""1045"",""upazilaId"":""114"",""nameEn"":""Muladuli"",""nameBn"":""মুলাডুলি""}"
nuhil_upazila_name_no_match,Ishurdi,"{""id"":""1046"",""upazilaId"":""114"",""nameEn"":""Dashuria"",""nameBn"":""দাশুরিয়া""}"
nuhil_upazila_name_no_match,Ishurdi,"{""id"":""1047"",""upazilaId"":""114"",""nameEn"":""Silimpur"",""nameBn"":""ছলিমপুর""}"
nuhil_upazila_name_no_match,Ishurdi,"{""id"":""1048"",""upazilaId"":""114"",""nameEn"":""Sahapur"",""nameBn"":""সাহাপুর""}"
nuhil_upazila_name_no_match,Ishurdi,"{""id"":""1049"",""upazilaId"":""114"",""nameEn"":""Luxmikunda"",""nameBn"":""লক্ষীকুন্ডা""}"
nuhil_upazila_name_no_match,Atghoria,"{""id"":""1074"",""upazilaId"":""118"",""nameEn"":""Majhpara"",""nameBn"":""মাজপাড়া""}"
nuhil_upazila_name_no_match,Atghoria,"{""id"":""1075"",""upazilaId"":""118"",""nameEn"":""Chandba"",""nameBn"":""চাঁদভা""}"
nuhil_upazila_name_no_match,Atghoria,"{""id"":""1076"",""upazilaId"":""118"",""nameEn"":""Debottar"",""nameBn"":""দেবোত্তর""}"
nuhil_upazila_name_no_match,Atghoria,"{""id"":""1077"",""upazilaId"":""118"",""nameEn"":""Ekdanta"",""nameBn"":""একদন্ত""}"
nuhil_upazila_name_no_match,Atghoria,"{""id"":""1078"",""upazilaId"":""118"",""nameEn"":""Laxshmipur"",""nameBn"":""লক্ষীপুর""}"
nuhil_upazila_name_no_match,Bogra Sadar,"{""id"":""1115"",""upazilaId"":""123"",""nameEn"":""Fapore"",""nameBn"":""ফাঁপোর""}"
nuhil_upazila_name_no_match,Bogra Sadar,"{""id"":""1116"",""upazilaId"":""123"",""nameEn"":""Shabgram"",""nameBn"":""সাবগ্রাম""}"
nuhil_upazila_name_no_match,Bogra Sadar,"{""id"":""1117"",""upazilaId"":""123"",""nameEn"":""Nishindara"",""nameBn"":""নিশিন্দারা""}"
nuhil_upazila_name_no_match,Bogra Sadar,"{""id"":""1118"",""upazilaId"":""123"",""nameEn"":""Erulia"",""nameBn"":""এরুলিয়া""}"
nuhil_upazila_name_no_match,Bogra Sadar,"{""id"":""1119"",""upazilaId"":""123"",""nameEn"":""Rajapur"",""nameBn"":""রাজাপুর""}"
nuhil_upazila_name_no_match,Bogra Sadar,"{""id"":""1120"",""upazilaId"":""123"",""nameEn"":""Shakharia"",""nameBn"":""শাখারিয়া""}"
nuhil_upazila_name_no_match,Bogra Sadar,"{""id"":""1121"",""upazilaId"":""123"",""nameEn"":""Sekherkola"",""nameBn"":""শেখেরকোলা""}"
nuhil_upazila_name_no_match,Bogra Sadar,"{""id"":""1122"",""upazilaId"":""123"",""nameEn"":""Gokul"",""nameBn"":""গোকুল""}"
nuhil_upazila_name_no_match,Bogra Sadar,"{""id"":""1123"",""upazilaId"":""123"",""nameEn"":""Noongola"",""nameBn"":""নুনগোলা""}"
nuhil_upazila_name_no_match,Bogra Sadar,"{""id"":""1124"",""upazilaId"":""123"",""nameEn"":""Lahiripara"",""nameBn"":""লাহিড়ীপাড়া""}"
nuhil_upazila_name_no_match,Bogra Sadar,"{""id"":""1125"",""upazilaId"":""123"",""nameEn"":""Namuja"",""nameBn"":""নামুজা""}"
nuhil_upazila_name_no_match,Shariakandi,"{""id"":""1126"",""upazilaId"":""124"",""nameEn"":""Sariakandi Sadar"",""nameBn"":""সারিয়াকান্দি সদর""}"
nuhil_upazila_name_no_match,Shariakandi,"{""id"":""1127"",""upazilaId"":""124"",""nameEn"":""Narchi"",""nameBn"":""নারচী""}"
nuhil_upazila_name_no_match,Shariakandi,"{""id"":""1128"",""upazilaId"":""124"",""nameEn"":""Bohail"",""nameBn"":""বোহাইল""}"
nuhil_upazila_name_no_match,Shariakandi,"{""id"":""1129"",""upazilaId"":""124"",""nameEn"":""Chaluabari"",""nameBn"":""চালুয়াবাড়ী""}"
nuhil_upazila_name_no_match,Shariakandi,"{""id"":""1130"",""upazilaId"":""124"",""nameEn"":""Chandanbaisha"",""nameBn"":""চন্দনবাইশা""}"
nuhil_upazila_name_no_match,Shariakandi,"{""id"":""1131"",""upazilaId"":""124"",""nameEn"":""Hatfulbari"",""nameBn"":""হাটফুলবাড়ী""}"
nuhil_upazila_name_no_match,Shariakandi,"{""id"":""1132"",""upazilaId"":""124"",""nameEn"":""Hatsherpur"",""nameBn"":""হাটশেরপুর""}"
nuhil_upazila_name_no_match,Shariakandi,"{""id"":""1133"",""upazilaId"":""124"",""nameEn"":""Karnibari"",""nameBn"":""কর্ণিবাড়ী""}"
nuhil_upazila_name_no_match,Shariakandi,"{""id"":""1134"",""upazilaId"":""124"",""nameEn"":""Kazla"",""nameBn"":""কাজলা""}"
nuhil_upazila_name_no_match,Shariakandi,"{""id"":""1135"",""upazilaId"":""124"",""nameEn"":""Kutubpur"",""nameBn"":""কুতুবপুর""}"
nuhil_upazila_name_no_match,Shariakandi,"{""id"":""1136"",""upazilaId"":""124"",""nameEn"":""Kamalpur"",""nameBn"":""কামালপুর""}"
nuhil_upazila_name_no_match,Shariakandi,"{""id"":""1137"",""upazilaId"":""124"",""nameEn"":""Bhelabari"",""nameBn"":""ভেলাবাড়ী""}"
nuhil_upazila_name_no_match,Dupchanchia,"{""id"":""1147"",""upazilaId"":""126"",""nameEn"":""Zianagar"",""nameBn"":""জিয়ানগর""}"
nuhil_upazila_name_no_match,Dupchanchia,"{""id"":""1148"",""upazilaId"":""126"",""nameEn"":""Chamrul"",""nameBn"":""চামরুল""}"
nuhil_upazila_name_no_match,Dupchanchia,"{""id"":""1149"",""upazilaId"":""126"",""nameEn"":""Dupchanchia"",""nameBn"":""দুপচাঁচিয়া""}"
nuhil_upazila_name_no_match,Dupchanchia,"{""id"":""1150"",""upazilaId"":""126"",""nameEn"":""Gunahar"",""nameBn"":""গুনাহার""}"
nuhil_upazila_name_no_match,Dupchanchia,"{""id"":""1151"",""upazilaId"":""126"",""nameEn"":""Gobindapur"",""nameBn"":""গোবিন্দপুর""}"
nuhil_upazila_name_no_match,Dupchanchia,"{""id"":""1152"",""upazilaId"":""126"",""nameEn"":""Talora"",""nameBn"":""তালোড়া""}"
nuhil_upazila_name_no_match,Nondigram,"{""id"":""1159"",""upazilaId"":""128"",""nameEn"":""Burail"",""nameBn"":""বুড়ইল""}"
nuhil_upazila_name_no_match,Nondigram,"{""id"":""1160"",""upazilaId"":""128"",""nameEn"":""Nandigram"",""nameBn"":""নন্দিগ্রাম""}"
nuhil_upazila_name_no_match,Nondigram,"{""id"":""1161"",""upazilaId"":""128"",""nameEn"":""Bhatra"",""nameBn"":""ভাটরা""}"
nuhil_upazila_name_no_match,Nondigram,"{""id"":""1162"",""upazilaId"":""128"",""nameEn"":""Thalta Majhgram"",""nameBn"":""থালতা মাঝগ্রাম""}"
nuhil_upazila_name_no_match,Nondigram,"{""id"":""1163"",""upazilaId"":""128"",""nameEn"":""Bhatgram"",""nameBn"":""ভাটগ্রাম""}"
nuhil_upazila_name_no_match,Dhunot,"{""id"":""1171"",""upazilaId"":""130"",""nameEn"":""Nimgachi"",""nameBn"":""নিমগাছি""}"
nuhil_upazila_name_no_match,Dhunot,"{""id"":""1172"",""upazilaId"":""130"",""nameEn"":""Kalerpara"",""nameBn"":""কালেরপাড়া""}"
nuhil_upazila_name_no_match,Dhunot,"{""id"":""1173"",""upazilaId"":""130"",""nameEn"":""Chikashi"",""nameBn"":""চিকাশী""}"
nuhil_upazila_name_no_match,Dhunot,"{""id"":""1174"",""upazilaId"":""130"",""nameEn"":""Gossainbari"",""nameBn"":""গোসাইবাড়ী""}"
nuhil_upazila_name_no_match,Dhunot,"{""id"":""1175"",""upazilaId"":""130"",""nameEn"":""Bhandarbari"",""nameBn"":""ভান্ডারবাড়ী""}"
nuhil_upazila_name_no_match,Dhunot,"{""id"":""1176"",""upazilaId"":""130"",""nameEn"":""Gopalnagar"",""nameBn"":""১গোপালনগর""}"
nuhil_upazila_name_no_match,Dhunot,"{""id"":""1177"",""upazilaId"":""130"",""nameEn"":""Mothurapur"",""nameBn"":""মথুরাপুর""}"
nuhil_upazila_name_no_match,Dhunot,"{""id"":""1178"",""upazilaId"":""130"",""nameEn"":""Chowkibari"",""nameBn"":""চৌকিবাড়ী""}"
nuhil_upazila_name_no_match,Dhunot,"{""id"":""1179"",""upazilaId"":""130"",""nameEn"":""Elangi"",""nameBn"":""এলাঙ্গী""}"
nuhil_upazila_name_no_match,Dhunot,"{""id"":""1180"",""upazilaId"":""130"",""nameEn"":""Dhunat Sadar"",""nameBn"":""ধুনট সদর""}"
nuhil_upazila_name_no_match,Mohonpur,"{""id"":""1229"",""upazilaId"":""136"",""nameEn"":""Dhuroil"",""nameBn"":""ধুরইল""}"
nuhil_upazila_name_no_match,Mohonpur,"{""id"":""1230"",""upazilaId"":""136"",""nameEn"":""Ghasigram"",""nameBn"":""ঘষিগ্রাম""}"
nuhil_upazila_name_no_match,Mohonpur,"{""id"":""1231"",""upazilaId"":""136"",""nameEn"":""Raighati"",""nameBn"":""রায়ঘাটি""}"
nuhil_upazila_name_no_match,Mohonpur,"{""id"":""1232"",""upazilaId"":""136"",""nameEn"":""Mougachi"",""nameBn"":""মৌগাছি""}"
nuhil_upazila_name_no_match,Mohonpur,"{""id"":""1233"",""upazilaId"":""136"",""nameEn"":""Baksimoil"",""nameBn"":""বাকশিমইল""}"
nuhil_upazila_name_no_match,Mohonpur,"{""id"":""1234"",""upazilaId"":""136"",""nameEn"":""Jahanabad"",""nameBn"":""জাহানাবাদ""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1369"",""upazilaId"":""155"",""nameEn"":""Alatuli"",""nameBn"":""আলাতুলী""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1370"",""upazilaId"":""155"",""nameEn"":""Baroghoria"",""nameBn"":""বারঘরিয়া""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1371"",""upazilaId"":""155"",""nameEn"":""Moharajpur"",""nameBn"":""মহারাজপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1372"",""upazilaId"":""155"",""nameEn"":""Ranihati"",""nameBn"":""রানীহাটি""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1373"",""upazilaId"":""155"",""nameEn"":""Baliadanga"",""nameBn"":""বালিয়াডাঙ্গা""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1374"",""upazilaId"":""155"",""nameEn"":""Gobratola"",""nameBn"":""গোবরাতলা""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1375"",""upazilaId"":""155"",""nameEn"":""Jhilim"",""nameBn"":""ঝিলিম""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1376"",""upazilaId"":""155"",""nameEn"":""Char Anupnagar"",""nameBn"":""চর অনুপনগর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1377"",""upazilaId"":""155"",""nameEn"":""Debinagar"",""nameBn"":""দেবীনগর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1378"",""upazilaId"":""155"",""nameEn"":""Shahjahanpur"",""nameBn"":""শাহজাহানপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1379"",""upazilaId"":""155"",""nameEn"":""Islampur"",""nameBn"":""ইসলামপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1380"",""upazilaId"":""155"",""nameEn"":""Charbagdanga"",""nameBn"":""চরবাগডাঙ্গা""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1381"",""upazilaId"":""155"",""nameEn"":""Narayanpur"",""nameBn"":""নারায়নপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1382"",""upazilaId"":""155"",""nameEn"":""Sundarpur"",""nameBn"":""সুন্দরপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1383"",""upazilaId"":""156"",""nameEn"":""Radhanagar"",""nameBn"":""রাধানগর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1384"",""upazilaId"":""156"",""nameEn"":""Rahanpur"",""nameBn"":""রহনপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1385"",""upazilaId"":""156"",""nameEn"":""Boalia"",""nameBn"":""বোয়ালিয়া""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1386"",""upazilaId"":""156"",""nameEn"":""Bangabari"",""nameBn"":""বাঙ্গাবাড়ী""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1387"",""upazilaId"":""156"",""nameEn"":""Parbotipur"",""nameBn"":""পার্বতীপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1388"",""upazilaId"":""156"",""nameEn"":""Chowdala"",""nameBn"":""চৌডালা""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1389"",""upazilaId"":""156"",""nameEn"":""Gomostapur"",""nameBn"":""গোমস্তাপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1390"",""upazilaId"":""156"",""nameEn"":""Alinagar"",""nameBn"":""আলীনগর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1391"",""upazilaId"":""157"",""nameEn"":""Fhotepur"",""nameBn"":""ফতেপুর""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1392"",""upazilaId"":""157"",""nameEn"":""Kosba"",""nameBn"":""কসবা""}"
nuhil_district_name_no_match,Chapainawabganj,"{""id"":""1393"",""upazilaId"":""157"",""nameEn"":""Nezampur"",""nameBn"":""নেজামপুর""}"
